// Reference=MNI
// Muller R A, 2001: Autistic group
// Subjects=8
-36.89	-31.24	48.05
-39.09	-16.45	46.83
-53.95	-33.12	52.86
-52.13	-29.85	12.42
-26.71	-5.69	-7.74
-15.91	-19.74	2.23
1.59	-17.64	55.38
3.72	-4.6	58.73
5.91	-1.78	67.39
63.2	-18.92	5.71
7.61	-59.04	-12.59
18.23	-59.66	-21.58
-54.64	23.41	-14.33
-30.93	14.69	8.44
-54.64	32.21	-10.6
33.29	24.91	24.69
18.63	27.9	64.75
14.28	38.11	59.48
-2.83	-58.82	18.74
1.77	-72.97	55.56
1.68	-67.31	46.17
-28.87	62.26	17.81
9.83	-71.37	-7.12
1.26	-73.88	-11.27
40.11	-85.02	33.83
37.92	-89.95	25.34
48.65	-71.94	37.09
1.62	-43.7	48.65
-30.31	-68.93	55.59
-52.12	-60.48	1.6
-9.78	56.43	-4.23
-39.03	-13.65	55.52
-45.37	-15.12	64.63
-2.63	-3.95	67.67
-56.76	10.37	-17.67
-28.79	14.71	8.41
-22.31	6.63	13.48
67.63	-41.48	16.48
33.29	24.91	24.69
28.94	35.11	19.42
28.19	-58.29	22.8
33.23	-15.22	1.29
35.49	-11.72	18.81
33.21	-0.07	4.48

// Muller R A, 2001: Healthy controls
// Subjects=0
-41.15	-17.9	55.9
8.07	-6	67.72
-56.37	-20.73	20.62
-13.77	-19.73	2.21
-59.73	10.63	13.57
-20.3	-5.65	-7.82
22.42	-53.97	-31.02
20.39	-74.79	-24.79
65.6	-16.17	41.14
61.21	-21.8	23.82
69.61	9.64	16.63
1.46	-73.94	15.5
5.95	-67.28	46.11
20.94	-93.26	39.2
-11.47	47.84	50.04
3.03	60.74	-4.74
31.42	27.64	60.17
-47.95	-59.37	-11.92
-45.69	-75.59	-1.66
26.58	-4.62	-26.29
30.78	3.52	-31.48
32.87	18.34	-32.75
-2.83	-58.82	18.74
1.77	-72.97	55.56
1.68	-67.31	46.17
-28.87	62.26	17.81
9.83	-71.37	-7.12
1.26	-73.88	-11.27
40.11	-85.02	33.83
37.92	-89.95	25.34
48.65	-71.94	37.09
1.62	-43.7	48.65
-30.31	-68.93	55.59
-52.12	-60.48	1.6
-9.78	56.43	-4.23
-39.03	-13.65	55.52
-45.37	-15.12	64.63
-2.63	-3.95	67.67
-56.76	10.37	-17.67
-28.79	14.71	8.41
-22.31	6.63	13.48
67.63	-41.48	16.48
33.29	24.91	24.69
28.94	35.11	19.42
28.19	-58.29	22.8
33.23	-15.22	1.29
35.49	-11.72	18.81
33.21	-0.07	4.48

// Müller R A, 2004: Autistic Patients
// Subjects=8
-25.16	-.62	57.61
-44.79	-1.59	5.5
29.3	5.87	54.21
51.39	7.87	9.18
-50.26	5.89	-7.33
28.67	37.83	-14.26
-27.12	-62.48	56.13
-49.99	-19.89	17.13
29.47	-60.46	49.73
-25.16	-94.02	19.72
-13.54	-107.46	-3.82
5.52	-70.68	-11.59
-10.65	-21.71	-9.93
28.76	9.11	-14.08
17.28	-16.74	10.52
25.82	-83.76	-17.41
-21.98	-.86	54.25
-44.57	-2.54	34.57
31.44	2.63	53.34
59.95	11.35	12.14
38.02	-47.2	55.21
-10.36	-107.7	-7.18
-25.26	-100.5	4.65
-27.36	-91.37	12.83
17.39	-104.53	-10
-8.41	-23.92	2.5
20.48	-29.92	4.9
6.52	-62.56	-16.74
17.28	-86.99	-17.04
-22.03	-4.72	45.65
29.31	-7.16	50.84
-24.98	-62.47	56.1
37.89	-41.97	40.28
34.8	-44.05	54.99
26.21	-85.19	32.89
17.07	4.18	-7.96
-25.17	-4.05	54.55
-25.12	-13.4	57.57
34.66	-7.12	50.78
29.54	-69.63	54.96
60.17	-18.29	28
12.42	-75.45	50.07
.34	-72.26	9.79
-18.65	-83.09	36.57
-30.67	-85.9	1.26
6.73	-85.68	.81
-5.28	-28.02	-9.46
11.83	-24.49	-6.61
.15	-62.17	-11.12
43.11	-11.36	36.54
-10.17	3.07	62.7
-27.37	8.45	51.3
-44.8	-1.68	4.39
3.65	5.72	54.52
44.68	37.67	-17.78
34.43	22.34	32.7
-30.3	-65.59	57.54
-32.63	-52.17	38.6
-51.09	-16.89	14.66
-48.19	8.48	-15.38
-44.49	-5.03	43.7
-44.56	-5.71	34.84
-47.79	9.33	36.96
8.44	63.66	4.99
3.61	23.95	56.33
8.46	57.31	5.53
3.48	42.39	46.98
9.11	-22.71	57.95
22.97	-44.98	44.05
-4.92	-87.98	13.4
20.87	-92.88	30.25
14.29	-88.12	9.85
48.27	-31.87	4.74
45.14	-60.78	2.74
22.41	6.33	-8.2
51.69	-7.71	41.71
34.68	-26.67	45.72
-22.07	13.6	48.57
40.05	-16.44	53.73
-39.38	30.99	27.24
37.3	54.06	2.12
29.17	23.17	43.84
-22.1	-72.39	10.06
12.07	-72.44	6.33
-18.73	2.84	60.59
-35.78	-19.81	58.23
39.86	13.46	41.18
-39.42	37.16	24.49
-48.13	6.96	-7.44
43.36	-53.77	52.36
30.94	6.21	-10.52
31.41	14.35	53.47
25.47	56.47	-6.87
8.42	60.23	1.94
17.46	30.21	53.42
-32.48	-40.77	62.18
-10.15	-70.35	35.4
20.8	-70.59	29.49
14.29	-88.12	9.85
34.65	-84.14	18.2
17.23	5.81	13.09
25.61	6.35	-8.24
.21	-67.03	-5.14
-44.49	-5.03	43.7
62.12	-.35	11.98
-39.17	1.35	43.11
45.21	1.43	36.56
-47.83	12.25	33.37
-5.42	54.06	5.96
0.03	42	14.71
53.57	14.91	17.49
26.23	-47.7	49.82
8.97	-20.91	39.96
34.63	-39.25	34.51
20.88	-96.06	30.51
26.27	-21.92	66.61
48.48	-4.47	42.59
-22.05	13.77	50.79
-18.88	-1.96	39.81
51.47	11.98	21.1
-1.79	-72.27	9.82
60.18	-28.06	25.47
-21.03	-72.39	10.05
12.06	-89.08	-2.31
26.09	-102.94	9.84
-36.04	-72.99	3.58

// Müller R A, 2004: Healthy Controls
// Subjects=8
-25.16	-.62	57.61
-44.79	-1.59	5.5
29.3	5.87	54.21
51.39	7.87	9.18
-50.26	5.89	-7.33
28.67	37.83	-14.26
-27.12	-62.48	56.13
-49.99	-19.89	17.13
29.47	-60.46	49.73
-25.16	-94.02	19.72
-13.54	-107.46	-3.82
5.52	-70.68	-11.59
-10.65	-21.71	-9.93
28.76	9.11	-14.08
17.28	-16.74	10.52
25.82	-83.76	-17.41
-21.98	-.86	54.25
-44.57	-2.54	34.57
31.44	2.63	53.34
59.95	11.35	12.14
38.02	-47.2	55.21
-10.36	-107.7	-7.18
-25.26	-100.5	4.65
-27.36	-91.37	12.83
17.39	-104.53	-10
-8.41	-23.92	2.5
20.48	-29.92	4.9
6.52	-62.56	-16.74
17.28	-86.99	-17.04
-22.03	-4.72	45.65
29.31	-7.16	50.84
-24.98	-62.47	56.1
37.89	-41.97	40.28
34.8	-44.05	54.99
26.21	-85.19	32.89
17.07	4.18	-7.96
-25.17	-4.05	54.55
-25.12	-13.4	57.57
34.66	-7.12	50.78
29.54	-69.63	54.96
60.17	-18.29	28
12.42	-75.45	50.07
.34	-72.26	9.79
-18.65	-83.09	36.57
-30.67	-85.9	1.26
6.73	-85.68	.81
-5.28	-28.02	-9.46
11.83	-24.49	-6.61
.15	-62.17	-11.12
43.11	-11.36	36.54
-10.17	3.07	62.7
-27.37	8.45	51.3
-44.8	-1.68	4.39
3.65	5.72	54.52
44.68	37.67	-17.78
